,id,bedrooms,beds,accommodates,latitude,longitude,number_of_reviews,review_scores_rating,host_identity_verified,host_is_superhost,reviews_per_month,host_listings_count,amenities_count,instant_bookable,reviews_per_month,predicted_price
6254,13384250,1.0,1.0,2,52.36594,4.87721,6,97.0,1,0,0.11,1.0,8,1,0.11,122.23129
13196,27179364,1.0,1.0,3,52.36003,4.85087,5,96.0,1,0,0.19,85.0,19,1,0.19,224.10739
1573,3307814,1.0,1.0,2,52.37087,4.87136,29,94.0,1,0,0.41,1.0,13,0,0.41,130.3988
1401,2956898,2.0,2.0,2,52.37189,4.90452,6,100.0,1,0,0.09,1.0,11,0,0.09,185.26436
11730,23054833,2.0,2.0,4,52.37968,4.85762,11,91.0,0,0,0.34,1.0,31,0,0.34,176.3604
17977,42755126,2.0,2.0,4,52.36126,4.93065,0,0.0,1,0,0.0,1.0,26,0,0.0,202.83495
2026,4265086,1.0,1.0,2,52.34235,4.91124,0,0.0,0,0,0.0,1.0,9,0,0.0,113.08341
13221,27240740,1.0,1.0,2,52.35482,4.85329,44,96.0,1,1,1.75,20.0,18,1,1.75,86.87498
17920,42613435,2.0,2.0,4,52.36062,4.9121,0,0.0,0,0,0.0,0.0,11,0,0.0,213.34634
6003,13072405,1.0,2.0,3,52.3794,4.80179,216,94.0,1,1,4.06,2.0,25,1,4.06,69.2616
11335,22188437,1.0,2.0,4,52.36268,4.92891,17,99.0,0,1,0.5,1.0,20,1,0.5,165.15681
2007,4223144,1.0,1.0,2,52.35734,4.90221,24,96.0,1,0,0.33,0.0,12,0,0.33,133.6527
5577,12215171,2.0,2.0,4,52.38138,4.89113,0,0.0,0,0,0.0,1.0,11,0,0.0,232.60585
11721,23032518,2.0,2.0,4,52.36725,4.87636,19,96.0,0,0,0.58,1.0,18,0,0.58,228.29172
904,1723463,3.0,4.0,4,52.35501,4.93738,22,98.0,1,0,0.26,1.0,11,0,0.26,194.74457
10423,20578389,1.0,1.0,2,52.35164,4.9130699999999985,0,0.0,0,0,0.0,1.0,16,0,0.0,121.26519
182,481664,1.0,1.0,2,52.39134,4.89067,438,94.0,1,0,5.31,2.0,34,0,5.31,86.092316
1065,2066501,1.0,1.0,2,52.36259,4.97749,11,100.0,1,1,0.14,2.0,10,0,0.14,107.07411
3438,7324648,4.0,4.0,5,52.36967,4.86859,30,95.0,0,0,0.47,1.0,43,0,0.47,334.32938
14281,30410809,2.0,3.0,4,52.35616,4.85295,4,90.0,1,0,0.21,2.0,14,0,0.21,164.36865
12074,23971011,3.0,3.0,4,52.34662,4.89105,17,100.0,1,1,0.55,1.0,17,1,0.55,268.3896
1857,3854939,1.0,1.0,2,52.36672,4.89614,36,99.0,1,0,0.49,2.0,31,0,0.49,190.04118
2237,4757323,1.0,1.0,2,52.33866,4.9183900000000005,5,80.0,1,0,0.07,2.0,14,0,0.07,89.76742
17311,40626087,1.0,1.0,2,52.35401,4.89154,0,0.0,1,0,0.0,0.0,14,1,0.0,131.13037
18347,44186841,1.0,2.0,3,52.38335,4.91792,6,100.0,0,0,3.1,0.0,18,0,3.1,124.184044
7501,15275829,2.0,2.0,4,52.37912,4.89386,19,96.0,1,0,0.4,1.0,14,0,0.4,224.19435
15646,35394324,1.0,1.0,2,52.35403,4.91376,40,96.0,1,0,2.69,4.0,22,1,2.69,86.71897
7973,16187178,1.0,1.0,2,52.35313,4.88362,3,87.0,0,0,0.07,1.0,9,0,0.07,118.83355
7949,16152086,1.0,2.0,2,52.3914,4.90705,1,100.0,1,0,0.04,2.0,26,1,0.04,149.18004
5372,11748044,1.0,2.0,4,52.37782,4.85012,13,96.0,1,0,0.25,3.0,18,1,0.25,133.34953
1930,4010712,4.0,4.0,7,52.34907000000001,4.87016,21,100.0,1,0,0.28,1.0,24,0,0.28,405.62506
14918,32686724,1.0,1.0,2,52.37566,4.86078,6,100.0,1,1,0.31,2.0,22,0,0.31,133.32971
12237,24415926,2.0,3.0,3,52.36182,4.94568,3,100.0,0,0,0.14,1.0,16,0,0.14,158.05644
12027,23836707,1.0,1.0,2,52.36278,4.86755,6,100.0,1,0,0.2,1.0,28,0,0.2,169.50435
5919,12931071,1.0,0.0,2,52.39097,4.8811,3,73.0,0,0,0.06,1.0,10,0,0.06,105.46783
50,107195,1.0,1.0,2,52.37007,4.9196,37,95.0,1,0,0.33,1.0,19,1,0.33,143.90366
10649,21023214,1.0,1.0,3,52.37467,4.9114,47,85.0,1,0,1.33,2.0,12,0,1.33,117.43732
3319,7122373,1.0,0.0,2,52.39526,4.94874,1,100.0,0,0,0.04,1.0,9,0,0.04,92.95345
12290,24550602,2.0,4.0,4,52.36495,4.9210400000000005,15,89.0,1,0,0.51,2.0,17,1,0.51,239.79707
5261,11510642,0.0,2.0,4,52.37154,4.89202,0,0.0,1,0,0.0,1.0,4,0,0.0,156.88722
15624,35344213,2.0,2.0,3,52.37178,4.94888,1,100.0,0,0,0.06,1.0,26,0,0.06,163.58836
4384,9342404,2.0,2.0,4,52.38063,4.87526,35,99.0,1,1,0.63,1.0,29,0,0.63,237.73347
18721,45589325,1.0,1.0,1,52.36217,4.87964,0,0.0,0,0,0.0,0.0,9,1,0.0,115.88359
4058,8637530,1.0,1.0,2,52.36685,4.8848400000000005,0,0.0,0,0,0.0,1.0,8,0,0.0,147.69484
9291,18784059,1.0,2.0,4,52.36508,4.86231,17,99.0,1,0,0.42,1.0,13,0,0.42,175.09395
3940,8363205,1.0,1.0,2,52.37867,4.8620800000000015,12,100.0,1,0,0.2,1.0,27,0,0.2,129.91254
2579,5726148,1.0,1.0,2,52.37684,4.99337,0,0.0,0,0,0.0,1.0,9,0,0.0,111.508705
13061,26823601,3.0,3.0,2,52.34677,4.89605,3,100.0,0,0,0.11,1.0,15,1,0.11,206.42424
1099,2133306,1.0,1.0,2,52.3484,4.8465099999999985,12,95.0,1,0,0.42,1.0,15,0,0.42,102.88935
10987,21614040,1.0,1.0,2,52.38981,4.87771,8,98.0,1,0,0.28,1.0,22,0,0.28,128.53542
12414,24868581,1.0,1.0,2,52.36828,4.8526099999999985,12,97.0,0,0,0.45,1.0,10,0,0.45,104.83793
6406,13554855,1.0,1.0,1,52.36406,4.88407,90,96.0,0,0,1.72,1.0,11,0,1.72,106.03109
16040,36621641,1.0,1.0,2,52.37904,4.873469999999998,1,100.0,1,0,0.08,3.0,11,0,0.08,129.2336
9308,18809243,2.0,1.0,2,52.40442,4.90916,10,97.0,1,0,0.24,0.0,24,1,0.24,122.40821
17422,40888694,1.0,1.0,2,52.35004,4.89078,1,100.0,0,0,0.36,2.0,25,0,0.36,162.88797
10545,20838248,1.0,1.0,2,52.36082,4.85832,19,96.0,1,0,0.52,1.0,27,0,0.52,143.05104
7793,15838705,3.0,3.0,6,52.35205,4.92402,0,0.0,1,0,0.0,2.0,10,0,0.0,251.23164
16122,36863220,1.0,1.0,1,52.35365,4.91408,0,0.0,1,0,0.0,4.0,20,1,0.0,95.876396
2091,4422039,4.0,5.0,6,52.37692,4.89139,213,95.0,1,0,3.26,2.0,32,0,3.26,214.43706
2179,4634719,1.0,1.0,2,52.3618,4.92952,12,96.0,1,0,0.17,1.0,31,0,0.17,144.2967
10100,19991890,3.0,3.0,4,52.37595,4.94569,2,100.0,0,0,0.05,1.0,13,0,0.05,178.48332
4951,10611436,2.0,3.0,4,52.36909,4.8865300000000005,76,94.0,1,0,1.32,2.0,27,0,1.32,252.85243
10635,21005647,3.0,3.0,4,52.35285,4.91209,35,97.0,1,0,0.94,1.0,33,0,0.94,239.0822
10066,19940821,2.0,2.0,4,52.36651,4.87662,0,0.0,0,0,0.0,1.0,22,0,0.0,246.58745
2455,5326868,1.0,1.0,2,52.36805,4.88746,128,95.0,1,1,1.86,1.0,30,0,1.86,130.11485
13183,27127011,4.0,4.0,4,52.36161,4.87511,5,100.0,0,0,0.19,1.0,30,0,0.19,309.25937
6038,13118832,1.0,1.0,2,52.34186,4.91193,7,94.0,1,0,0.14,1.0,11,0,0.14,101.35999
433,840628,1.0,1.0,2,52.36892,4.85352,3,100.0,1,0,0.03,1.0,12,0,0.03,111.62505
1575,3310738,2.0,2.0,4,52.34309,4.79579,322,94.0,1,0,4.21,0.0,38,1,4.21,94.29008
9171,18576076,2.0,2.0,3,52.36943,4.9171,3,60.0,0,0,0.07,1.0,5,0,0.07,147.8754
16008,36523525,0.0,1.0,2,52.3618,4.85977,11,80.0,1,0,0.74,0.0,23,1,0.74,100.61782
2275,4844163,1.0,1.0,2,52.37767,4.85762,8,100.0,0,0,0.11,1.0,10,0,0.11,107.269844
3541,7506258,1.0,1.0,2,52.36185,4.8890699999999985,0,0.0,0,0,0.0,1.0,10,0,0.0,146.69072
13283,27397058,1.0,1.0,2,52.37176,4.85311,86,86.0,1,0,3.25,9.0,20,1,3.25,84.28014
14958,32858756,1.0,1.0,2,52.37443,4.87247,8,57.0,1,0,0.43,100.0,19,0,0.43,216.5126
7696,15651912,1.0,1.0,2,52.38135,4.88902,259,98.0,1,0,5.39,2.0,22,1,5.39,65.253006
7989,16208749,2.0,2.0,4,52.35044,4.90626,34,99.0,1,1,0.79,1.0,34,0,0.79,253.65672
11528,22558072,2.0,2.0,4,52.3524,4.86279,10,98.0,1,0,0.31,2.0,13,0,0.31,180.23705
11340,22190151,1.0,1.0,4,52.37106,4.9113,33,99.0,1,1,0.97,1.0,23,1,0.97,189.7577
2709,5995500,1.0,1.0,2,52.36412,4.85096,7,100.0,1,0,0.11,1.0,4,1,0.11,91.218056
5894,12885546,1.0,2.0,3,52.3574,4.91126,55,96.0,1,0,1.03,1.0,33,0,1.03,165.58469
3251,6972293,1.0,1.0,2,52.36129,4.92323,1,100.0,1,0,0.02,1.0,8,0,0.02,113.61681
17423,40890198,1.0,1.0,2,52.35539,4.91562,0,0.0,1,0,0.0,2.0,20,1,0.0,126.525024
886,1662676,1.0,2.0,2,52.37954000000001,4.88286,25,97.0,1,0,0.29,1.0,15,0,0.29,142.64896
11869,23430951,2.0,2.0,4,52.35638,4.90132,23,98.0,1,1,0.74,2.0,17,1,0.74,247.58871
1041,2009525,1.0,1.0,2,52.38045,4.85636,0,0.0,0,0,0.0,1.0,11,0,0.0,102.028984
1473,3106890,1.0,2.0,4,52.38205,4.88274,192,95.0,1,1,2.52,1.0,22,0,2.52,161.45729
5572,12205686,1.0,1.0,2,52.36131,4.92667,60,97.0,0,1,1.12,1.0,27,0,1.12,122.12588
16135,36891607,1.0,1.0,1,52.37441,4.881869999999998,27,94.0,1,0,1.88,1.0,15,0,1.88,95.27117
12593,25370911,1.0,2.0,2,52.35312,4.85389,1,80.0,0,0,0.04,1.0,6,0,0.04,100.68841
12597,25391426,1.0,1.0,2,52.34334000000001,4.86161,12,100.0,1,0,0.42,10.0,27,0,0.42,137.70921
14892,32608730,1.0,1.0,2,52.32028,4.97645,13,98.0,0,1,0.69,1.0,31,0,0.69,92.96328
2100,4437570,4.0,8.0,8,52.35194,4.894819999999998,2,60.0,1,0,0.03,2.0,11,0,0.03,352.96097
17149,40274687,3.0,2.0,4,52.35628,4.87929,2,100.0,1,0,0.26,0.0,14,1,0.26,261.66983
12695,25775511,2.0,4.0,4,52.37275,4.87785,89,96.0,1,1,3.22,1.0,24,1,3.22,154.00478
1197,2429334,0.0,1.0,2,52.37991,4.8894,325,94.0,1,0,4.06,1.0,15,1,4.06,73.105316
1012,1942670,1.0,1.0,2,52.37024,4.90693,5,100.0,1,0,0.06,1.0,25,0,0.06,168.30836
18755,45667672,1.0,1.0,2,52.38317,4.87332,0,0.0,0,0,0.0,1.0,20,1,0.0,146.51854
12514,25154290,1.0,2.0,4,52.36049000000001,4.89123,14,92.0,1,0,0.49,1.0,19,0,0.49,196.10924
3861,8176770,2.0,2.0,4,52.38349,4.87649,15,100.0,0,0,0.25,1.0,30,0,0.25,236.50194
6121,13234628,1.0,1.0,2,52.3501,5.01255,0,0.0,0,0,0.0,1.0,11,0,0.0,109.21373
9828,19637899,4.0,4.0,4,52.35419,4.9942400000000005,3,100.0,1,0,0.08,2.0,24,0,0.08,212.73535
10301,20299013,2.0,3.0,4,52.37034,4.90883,8,95.0,0,0,0.21,1.0,6,0,0.21,186.32161
18660,45377781,1.0,2.0,3,52.34563,4.83113,0,0.0,1,0,0.0,8.0,17,1,0.0,135.51958
902,1714683,1.0,1.0,2,52.33444,4.88997,42,98.0,1,0,0.49,1.0,19,0,0.49,110.08563
12084,23986945,1.0,2.0,2,52.33159000000001,4.88159,4,95.0,1,0,0.13,1.0,9,0,0.13,102.0264
936,1796517,1.0,1.0,2,52.35377,4.903569999999998,15,97.0,1,0,0.23,1.0,21,0,0.23,152.71713
10369,20450623,2.0,2.0,4,52.35697,4.89133,1,100.0,1,0,0.03,1.0,26,0,0.03,263.00925
17224,40461558,1.0,2.0,4,52.36776,4.9456,55,95.0,1,1,5.39,6.0,30,1,5.39,94.73465
10669,21078155,0.0,1.0,2,52.36505,4.8625,31,90.0,1,0,0.87,1.0,4,1,0.87,76.174706
13290,27413601,1.0,1.0,2,52.36933,4.86566,5,100.0,1,0,0.19,1.0,9,0,0.19,122.2282
3895,8268203,1.0,1.0,2,52.36527,4.93834,5,100.0,0,0,0.08,1.0,13,0,0.08,127.621346
15671,35484494,1.0,1.0,2,52.36434000000001,4.85274,7,94.0,0,0,0.45,1.0,18,0,0.45,121.454414
17278,40553422,1.0,1.0,2,52.37932,4.85693,0,0.0,1,0,0.0,1.0,32,0,0.0,132.41864
961,1835978,1.0,1.0,2,52.37826,4.87426,42,89.0,0,0,0.51,1.0,20,0,0.51,127.53535
1151,2281598,2.0,2.0,4,52.35264,4.84805,4,100.0,1,0,0.05,2.0,9,0,0.05,147.31017
14726,31945342,1.0,1.0,2,52.37392,4.89635,26,83.0,1,0,1.88,10.0,19,1,1.88,119.98931
2056,4324208,1.0,1.0,2,52.35607,4.90191,6,97.0,1,0,0.09,1.0,11,0,0.09,134.41025
12185,24238835,1.0,1.0,2,52.37061,4.8913,57,88.0,1,0,1.93,2.0,14,1,1.93,122.08997
2059,4329449,2.0,2.0,2,52.36725,4.87589,63,88.0,1,0,0.87,1.0,19,0,0.87,157.19852
4908,10496067,1.0,1.0,2,52.36913,4.895969999999998,0,0.0,1,0,0.0,1.0,0,0,0.0,150.19325
15015,33029686,1.0,1.0,2,52.34976,4.8939900000000005,6,97.0,0,0,0.32,1.0,29,0,0.32,169.16695
13597,28244221,0.0,2.0,3,52.38197,4.8917199999999985,43,90.0,0,0,1.68,1.0,8,1,1.68,105.06504
2882,6307961,1.0,2.0,2,52.37629,4.89173,41,94.0,0,0,0.63,6.0,15,0,0.63,127.49063
10185,20115400,1.0,1.0,2,52.36256,4.88909,4,100.0,0,0,0.11,2.0,6,0,0.11,138.62769
2722,6017649,1.0,1.0,1,52.35993,4.86286,3,90.0,0,0,0.05,2.0,4,0,0.05,89.67687
4857,10322779,1.0,1.0,3,52.36448,4.9349,5,100.0,1,0,0.1,1.0,8,0,0.1,123.468735
7930,16111096,1.0,2.0,2,52.3765,4.8531,1,100.0,1,0,0.04,2.0,11,0,0.04,104.07938
12539,25203051,1.0,1.0,1,52.3842,4.85348,5,80.0,0,0,0.17,1.0,9,0,0.17,61.60026
11251,22041896,0.0,1.0,2,52.38685,4.92204,83,99.0,1,1,2.42,1.0,27,1,2.42,61.745964
3520,7468232,2.0,2.0,4,52.35517,4.88322,2,100.0,1,0,0.03,1.0,36,0,0.03,266.4743
11010,21651911,1.0,2.0,2,52.3739,4.91137,2,40.0,0,0,0.06,3.0,12,0,0.06,109.20554
16279,37441629,1.0,2.0,4,52.37733,4.85591,7,80.0,1,0,0.49,0.0,12,1,0.49,120.61811
3420,7298577,1.0,1.0,2,52.38332,4.87256,25,94.0,1,0,0.46,1.0,10,0,0.46,113.386024
9178,18588879,1.0,1.0,2,52.35492,4.90033,15,99.0,1,0,0.37,1.0,19,0,0.37,149.87117
11986,23757703,1.0,1.0,2,52.37897,4.85203,15,100.0,1,0,0.49,1.0,8,0,0.49,104.23725
15408,34507889,1.0,1.0,2,52.37185,4.86462,14,100.0,0,1,0.82,1.0,24,0,0.82,133.42186
10055,19923688,1.0,1.0,2,52.35363,4.91795,9,93.0,1,0,0.23,1.0,21,0,0.23,130.50082
16167,37004773,1.0,1.0,2,52.35783,4.91981,5,100.0,1,1,0.38,1.0,10,0,0.38,127.026695
8642,17654056,2.0,2.0,4,52.37337,4.85313,10,100.0,1,0,0.23,1.0,14,0,0.23,165.43764
9108,18474639,1.0,1.0,2,52.33828,4.90269,0,0.0,1,0,0.0,1.0,27,0,0.0,106.02172
17826,42327785,1.0,0.0,1,52.37647,4.8831,3,80.0,0,0,0.41,1.0,7,0,0.41,94.18626
12144,24151266,1.0,1.0,2,52.359,4.9440800000000005,5,95.0,1,0,0.16,1.0,11,0,0.16,105.58686
11640,22803939,2.0,5.0,2,52.37292,4.85351,4,100.0,1,0,0.12,1.0,12,0,0.12,110.81808
1058,2047730,1.0,1.0,2,52.34396,4.92473,38,95.0,1,0,0.48,1.0,4,0,0.48,93.99867
2525,5569040,1.0,0.0,2,52.37326,4.85626,56,93.0,0,1,1.06,1.0,18,0,1.06,89.95489
16751,39151230,2.0,2.0,2,52.34996,4.89656,2,100.0,0,0,0.16,0.0,12,0,0.16,157.63884
6630,13807292,2.0,3.0,4,52.37046,4.92949,34,99.0,1,0,0.66,1.0,37,0,0.66,203.19101
15439,34634888,1.0,1.0,2,52.36726,4.87041,14,96.0,1,1,0.88,1.0,14,1,0.88,94.66804
12660,25648183,1.0,1.0,3,52.34357,4.9023900000000005,7,100.0,1,0,0.25,1.0,17,0,0.25,149.57042
12488,25049782,1.0,1.0,2,52.33068,4.88842,1,100.0,1,0,0.04,1.0,19,0,0.04,107.627075
16900,39575218,1.0,1.0,1,52.35354,4.88935,1,100.0,1,0,0.13,1.0,10,0,0.13,120.83491
9872,19696079,1.0,2.0,3,52.38866,4.87721,0,0.0,0,0,0.0,1.0,9,0,0.0,146.56961
14247,30345039,2.0,2.0,4,52.38146,4.84924,1,100.0,1,0,0.05,1.0,21,0,0.05,146.31395
8832,18068742,3.0,3.0,4,52.37658,4.83973,0,0.0,0,0,0.0,1.0,9,0,0.0,166.25938
2162,4591819,1.0,1.0,2,52.35164,4.9065900000000005,161,97.0,1,1,2.29,1.0,21,1,2.29,115.3555
4990,10757166,2.0,1.0,2,52.37307,4.8616,19,98.0,0,0,0.34,1.0,12,0,0.34,118.843575
13158,27076870,1.0,2.0,4,52.36327,4.86581,3,93.0,0,0,0.11,0.0,22,0,0.11,184.10689
3056,6619931,4.0,3.0,4,52.36866,4.8680400000000015,7,97.0,1,0,0.11,1.0,28,0,0.11,292.54044
11603,22710011,0.0,1.0,2,52.36072,4.90686,8,100.0,1,0,0.25,1.0,11,0,0.25,112.023506
15329,34250172,2.0,2.0,4,52.37706,4.85605,4,100.0,1,0,0.23,1.0,10,0,0.23,161.83253
103,282269,2.0,3.0,3,52.35017,4.85255,3,100.0,1,0,0.03,1.0,7,0,0.03,118.90596
12053,23899829,1.0,1.0,2,52.3766,4.90207,138,100.0,1,1,4.45,3.0,27,1,4.45,87.135925
15033,33094132,1.0,1.0,2,52.3525,4.8971300000000015,4,100.0,0,0,0.21,1.0,14,0,0.21,142.40178
6693,13871129,3.0,3.0,4,52.39077,4.9282,0,0.0,1,0,0.0,1.0,12,0,0.0,175.08345
13467,27854236,1.0,1.0,2,52.36505,4.88646,2,100.0,1,0,0.11,2.0,32,0,0.11,199.32292
14640,31537366,2.0,2.0,2,52.40087,4.90211,0,0.0,1,0,0.0,1.0,16,1,0.0,143.01558
1697,3537461,1.0,1.0,2,52.37042,4.8669699999999985,35,97.0,1,0,0.47,1.0,15,0,0.47,131.9001
13060,26820995,2.0,2.0,4,52.38189000000001,4.853269999999998,9,96.0,1,0,0.36,1.0,18,0,0.36,147.76494
1067,2070211,1.0,1.0,4,52.35184,4.84889,143,95.0,1,1,1.73,1.0,33,0,1.73,155.37822
6378,13529814,1.0,1.0,2,52.34847,4.89508,6,93.0,1,0,0.22,1.0,21,0,0.22,141.4013
10323,20347628,2.0,2.0,4,52.37353,4.90578,21,93.0,1,0,0.56,1.0,16,0,0.56,214.24086
14287,30423285,1.0,1.0,2,52.36965,4.854,7,97.0,0,0,0.32,1.0,24,0,0.32,127.212425
5678,12459664,1.0,2.0,3,52.3509,4.89127,15,93.0,1,0,0.29,1.0,19,0,0.29,169.29701
9182,18597302,3.0,4.0,4,52.34713,4.86821,4,100.0,1,0,0.1,1.0,12,0,0.1,229.28867
15552,35090316,1.0,2.0,4,52.35108,4.91367,4,100.0,0,0,0.25,1.0,8,0,0.25,141.04237
6478,13639223,1.0,1.0,2,52.3595,4.85201,2,90.0,0,0,0.04,1.0,9,0,0.04,111.284195
16287,37470006,1.0,1.0,2,52.35093,4.91303,7,100.0,1,0,0.5,0.0,12,0,0.5,111.38043
34,69042,1.0,1.0,2,52.37353,4.87691,154,91.0,1,0,1.34,2.0,18,0,1.34,130.51881
13186,27130838,1.0,1.0,2,52.36253,4.9365,11,93.0,1,0,0.41,1.0,23,0,0.41,125.20876
2610,5777866,1.0,1.0,2,52.36486,4.88245,18,98.0,0,0,0.27,1.0,9,0,0.27,152.33516
16316,37566934,1.0,1.0,2,52.32304,4.94865,3,100.0,0,0,0.21,0.0,11,1,0.21,89.14463
939,1798945,1.0,1.0,4,52.36288,4.89885,101,96.0,1,1,1.43,1.0,25,0,1.43,196.22078
398,784644,1.0,1.0,2,52.36993,4.8689,68,96.0,1,0,0.76,1.0,21,0,0.76,141.93858
11449,22383767,2.0,3.0,4,52.3762,4.87887,47,89.0,1,0,1.45,3.0,16,1,1.45,211.30959
13711,28748574,1.0,1.0,2,52.35769000000001,4.85644,3,100.0,1,0,0.17,1.0,17,0,0.17,128.03905
11527,22557593,1.0,1.0,2,52.41825,4.89246,17,99.0,0,1,0.68,1.0,20,0,0.68,110.44451
14692,31817580,1.0,1.0,2,52.36039,4.93329,2,100.0,0,0,0.17,0.0,23,0,0.17,149.02296
2139,4530308,3.0,6.0,6,52.34616,4.9507,12,97.0,1,0,0.18,1.0,10,0,0.18,229.58585
13900,29273223,1.0,2.0,2,52.37184,4.849469999999998,0,0.0,0,0,0.0,1.0,14,1,0.0,119.57166
11852,23394883,2.0,2.0,2,52.38457,4.87362,17,99.0,0,0,0.56,1.0,19,0,0.56,146.05379
7541,15350559,1.0,1.0,2,52.35154,4.84795,12,100.0,1,0,0.26,1.0,27,0,0.26,142.97626
8783,18001244,1.0,1.0,2,52.34988,4.86195,15,99.0,1,0,0.35,1.0,26,0,0.35,149.71843
12071,23959882,2.0,3.0,4,52.34497,4.90077,4,100.0,0,0,0.13,1.0,36,0,0.13,244.51154
1213,2474754,1.0,0.0,2,52.37944,4.88488,12,93.0,1,0,0.15,2.0,24,0,0.15,150.63683
8645,17664595,1.0,1.0,2,52.36812000000001,4.87451,31,100.0,1,1,0.72,1.0,25,0,0.72,152.84544
1087,2104859,1.0,2.0,2,52.35479,4.88882,7,97.0,1,0,0.08,1.0,9,0,0.08,133.85466
8672,17728345,2.0,2.0,4,52.36541,4.8758300000000006,13,100.0,1,0,0.3,1.0,28,1,0.3,256.97147
7567,15388650,2.0,2.0,4,52.37792,4.84295,2,90.0,0,0,0.04,1.0,9,0,0.04,134.66151
18616,45237781,1.0,1.0,2,52.36059,4.98968,2,100.0,0,0,1.58,0.0,26,0,1.58,121.47881
10027,19888143,1.0,2.0,4,52.36541,4.93918,12,98.0,1,0,0.31,1.0,28,0,0.31,169.91838
17983,42783055,1.0,1.0,2,52.37579,4.89204,20,90.0,1,0,3.35,2.0,15,1,3.35,72.56811
16448,38094395,2.0,2.0,2,52.33961,4.91831,0,0.0,0,0,0.0,1.0,27,0,0.0,124.68554
6297,13431496,3.0,3.0,4,52.41395,4.91932,10,90.0,0,0,0.2,1.0,24,0,0.2,145.91
16317,37575828,1.0,1.0,2,52.3434,4.82611,0,0.0,1,0,0.0,1.0,18,0,0.0,126.96324
7317,14865432,1.0,1.0,2,52.36346,4.85505,10,89.0,0,0,0.2,1.0,17,0,0.2,120.430565
1321,2787342,2.0,2.0,4,52.38118,4.87404,16,95.0,1,0,0.23,1.0,18,0,0.23,202.1921
1772,3714391,1.0,3.0,4,52.3417,4.90231,7,91.0,0,0,0.09,1.0,6,1,0.09,167.13252
6891,14070038,1.0,4.0,4,52.36967,4.88189,21,96.0,0,0,0.42,1.0,20,0,0.42,203.69583
12567,25310162,1.0,1.0,2,52.37326,4.89749,108,91.0,1,0,3.79,2.0,12,1,3.79,82.05955
6219,13339657,2.0,2.0,4,52.3728,4.87051,11,91.0,0,0,0.22,1.0,12,0,0.22,199.27975
8261,16737594,1.0,1.0,2,52.35907,4.85142,4,100.0,1,0,0.32,1.0,10,0,0.32,106.976906
131,314673,1.0,1.0,2,52.34143,4.89142,38,99.0,1,0,0.39,1.0,17,0,0.39,120.405525
14858,32468878,1.0,1.0,2,52.34564,4.86137,12,87.0,0,0,0.62,2.0,11,0,0.62,111.60009
10611,20973726,1.0,1.0,2,52.36921,4.85331,14,97.0,0,0,0.38,1.0,29,0,0.38,130.56087
3995,8493548,1.0,1.0,2,52.34255,4.86754,6,100.0,1,0,0.1,1.0,14,0,0.1,123.7265
7612,15466234,2.0,2.0,3,52.37035,4.85355,17,99.0,0,0,0.35,1.0,19,0,0.35,147.1257
3297,7069859,1.0,2.0,4,52.37269000000001,4.88662,25,98.0,1,1,0.39,2.0,28,0,0.39,246.85838
5228,11423089,1.0,1.0,2,52.35122,4.84722,3,100.0,0,0,0.05,1.0,26,0,0.05,156.6243
2997,6524982,5.0,5.0,4,52.37024,4.86684,38,92.0,1,0,0.6,1.0,25,0,0.6,299.9787
7816,15882816,1.0,1.0,2,52.38455,4.91296,11,98.0,0,0,0.23,1.0,26,0,0.23,140.08585
16025,36584098,4.0,2.0,5,52.34858,4.93874,0,0.0,1,0,0.0,2.0,36,0,0.0,280.98062
12822,26147088,2.0,2.0,4,52.32061,4.94373,3,87.0,0,0,0.12,1.0,27,1,0.12,157.37953
7877,16001180,1.0,2.0,4,52.36779,4.92439,57,99.0,1,1,1.21,1.0,28,1,1.21,186.5956
14079,29901220,1.0,1.0,2,52.37206,4.8972,94,97.0,1,1,4.06,2.0,31,0,4.06,81.022995
7898,16046650,1.0,1.0,2,52.37764,4.86207,34,99.0,1,0,0.74,1.0,28,0,0.74,129.0959
18533,44887624,1.0,1.0,2,52.38144000000001,4.85827,1,100.0,1,0,0.73,0.0,14,0,0.73,110.28266
2397,5114153,1.0,1.0,2,52.37772,4.8849300000000015,32,100.0,1,0,0.83,1.0,27,0,0.83,163.21526
11339,22189826,2.0,1.0,2,52.36173,4.85459,1,100.0,1,0,0.03,1.0,15,1,0.03,121.66061
13456,27812934,1.0,1.0,2,52.35646,4.9162300000000005,12,100.0,1,0,0.47,1.0,21,0,0.47,134.52434
5670,12427626,3.0,3.0,4,52.34633,5.0094699999999985,10,96.0,0,0,0.2,1.0,29,0,0.2,188.31898
4450,9462851,2.0,2.0,3,52.35944,4.94071,2,100.0,1,0,0.03,2.0,6,1,0.03,153.90999
9468,19045363,1.0,1.0,2,52.3622,4.93524,17,99.0,1,0,0.43,1.0,13,0,0.43,112.24195
3652,7726857,1.0,1.0,2,52.35441,4.8925,25,99.0,1,0,0.4,1.0,9,0,0.4,124.8164
12136,24128286,2.0,3.0,4,52.34311,4.89668,0,0.0,1,0,0.0,0.0,10,0,0.0,213.12967
11203,21963760,2.0,4.0,4,52.34855,4.85105,11,91.0,0,0,0.33,1.0,11,1,0.33,184.34114
657,1224695,1.0,1.0,2,52.37102,4.85831,65,95.0,0,1,0.79,0.0,24,0,0.79,111.0765
