,beds,accommodates,price
9554,1.0,2,$117.00
9555,1.0,2,$149.00
9556,6.0,4,$364.00
9557,1.0,3,$135.00
9558,1.0,2,$75.00
9559,3.0,5,$151.43
9560,2.0,4,$166.00
9561,1.0,1,$77.00
9562,1.0,2,$65.00
9563,3.0,4,$149.00
9564,1.0,2,$99.00
9565,2.0,3,$139.00
9566,1.0,2,$85.00
9567,1.0,2,$140.00
9568,1.0,2,$145.00
9569,4.0,4,$200.00
9570,4.0,4,$255.00
9571,1.0,2,$115.00
9572,1.0,2,$110.00
9573,1.0,2,$99.00
9574,1.0,2,$73.00
9575,1.0,2,$82.00
9576,1.0,2,$109.00
9577,1.0,1,$125.00
9578,1.0,2,$115.00
9579,1.0,2,$95.00
9580,2.0,4,$320.00
9581,2.0,4,$300.00
9582,4.0,4,$139.00
9583,1.0,2,$102.00
9584,2.0,3,$130.00
9585,2.0,4,$180.00
9586,1.0,2,$123.00
9587,2.0,2,$85.00
9588,2.0,4,$199.00
9589,2.0,4,$120.00
9590,2.0,4,$160.00
9591,2.0,4,$165.00
9592,4.0,4,$135.00
9593,1.0,1,$40.00
9594,3.0,6,$249.00
9595,2.0,4,$200.00
9596,4.0,5,$150.00
9597,1.0,2,$125.00
9598,1.0,2,$120.00
9599,1.0,2,$100.00
9600,1.0,2,$95.00
9601,2.0,4,$129.00
9602,3.0,3,$220.00
9603,1.0,2,$65.00
9604,1.0,2,$457.00
9605,2.0,2,$90.00
9606,1.0,1,$50.00
9607,3.0,4,$275.00
9608,1.0,2,$95.00
9609,1.0,2,$99.00
9610,1.0,4,$340.00
9611,4.0,4,$290.00
9612,2.0,4,$184.00
9613,1.0,2,$245.00
9614,1.0,2,$77.00
9615,1.0,2,$65.00
9616,1.0,2,$75.00
9617,2.0,4,$250.00
9618,3.0,4,$200.00
9619,1.0,2,$130.00
9620,2.0,4,$237.00
9621,4.0,4,$255.00
9622,1.0,2,$50.00
9623,3.0,4,$200.00
9624,4.0,4,$201.00
9625,1.0,2,$150.00
9626,2.0,4,$100.00
9627,1.0,2,$280.00
9628,2.0,2,$65.00
9629,3.0,4,$220.00
9630,1.0,2,$99.00
9631,4.0,4,$300.00
9632,1.0,2,$70.00
9633,2.0,4,$157.00
9634,1.0,2,$150.00
9635,2.0,3,$179.00
9636,2.0,2,$60.00
9637,3.0,3,$130.00
9638,1.0,2,$32.00
9639,5.0,7,$115.00
9640,2.0,3,$191.00
9641,1.0,4,$120.00
9642,3.0,6,$475.00
9643,2.0,4,$180.00
9644,1.0,2,$110.00
9645,1.0,2,$160.00
9646,1.0,2,$105.00
9647,1.0,2,$90.00
9648,1.0,3,$175.00
9649,2.0,2,$118.00
9650,1.0,2,$128.00
9651,1.0,2,$150.00
9652,1.0,4,$150.00
9653,2.0,4,$129.00
9654,2.0,4,$150.00
9655,3.0,4,$185.00
9656,0.0,2,$115.00
9657,3.0,4,$144.00
9658,1.0,2,$125.00
9659,5.0,4,$170.00
9660,1.0,2,$110.00
9661,2.0,4,$190.00
9662,1.0,2,$198.00
9663,1.0,2,$120.00
9664,1.0,2,$89.00
9665,1.0,2,$94.00
9666,1.0,2,$80.00
9667,1.0,2,$115.00
9668,4.0,4,$199.00
9669,3.0,4,$90.00
9670,1.0,2,$70.00
9671,1.0,2,$200.00
9672,2.0,4,$146.00
9673,1.0,2,$160.00
9674,1.0,2,$172.00
9675,3.0,5,$159.00
9676,1.0,2,$139.00
9677,2.0,4,$130.00
9678,3.0,4,$220.86
9679,1.0,2,$160.00
9680,1.0,2,$150.00
9681,3.0,4,$150.00
9682,4.0,5,$165.00
9683,2.0,4,$149.00
9684,1.0,2,$140.00
9685,4.0,4,$165.00
9686,3.0,4,$200.00
9687,2.0,4,$80.00
9688,1.0,2,$120.00
9689,1.0,3,$120.00
9690,2.0,4,$140.00
9691,1.0,2,$228.00
9692,1.0,2,$68.00
9693,2.0,4,$218.00
9694,2.0,3,$100.00
9695,3.0,6,$490.00
9696,2.0,4,$199.00
9697,1.0,2,$136.00
9698,1.0,2,$104.00
9699,1.0,2,$150.00
9700,1.0,2,$71.00
9701,1.0,2,$108.00
9702,1.0,2,$284.00
9703,4.0,4,$146.00
9704,1.0,2,$185.00
9705,1.0,2,$90.00
9706,1.0,2,$149.00
9707,3.0,3,$138.00
9708,3.0,4,$500.00
9709,1.0,2,$114.00
9710,1.0,2,$150.00
9711,1.0,2,$159.00
9712,1.0,2,$90.00
9713,1.0,2,$200.00
9714,2.0,2,$87.00
9715,3.0,4,$199.00
9716,1.0,2,$85.00
9717,1.0,4,$125.00
9718,1.0,2,$85.00
9719,1.0,3,$102.00
9720,1.0,2,$130.00
9721,1.0,2,$50.00
9722,2.0,4,$138.00
9723,1.0,2,$125.00
9724,3.0,4,$181.00
9725,1.0,2,$45.00
9726,2.0,6,$158.00
9727,1.0,2,$30.00
9728,2.0,3,$109.00
9729,1.0,2,$45.00
9730,3.0,3,$215.00
9731,2.0,2,$99.00
9732,2.0,3,$149.00
9733,1.0,2,$100.00
9734,1.0,2,$120.00
9735,2.0,4,$125.00
9736,1.0,2,$250.00
9737,1.0,2,$149.00
9738,5.0,4,$225.00
9739,3.0,5,$300.00
9740,2.0,3,$371.00
9741,1.0,2,$85.00
9742,1.0,2,$69.00
9743,2.0,4,$166.00
9744,1.0,2,$130.00
9745,1.0,2,$99.00
9746,2.0,4,$399.00
9747,3.0,4,$135.00
9748,1.0,2,$89.00
9749,2.0,4,$200.00
9750,1.0,2,$75.00
9751,2.0,4,$235.00
9752,3.0,4,$279.00
9753,4.0,4,$90.00
9754,3.0,6,$447.00
9755,1.0,2,$70.00
9756,2.0,4,$105.00
9757,1.0,2,$125.00
9758,2.0,4,$130.00
9759,1.0,2,$179.00
9760,1.0,2,$175.00
9761,4.0,4,$131.00
9762,1.0,2,$95.00
9763,1.0,2,$150.00
9764,3.0,6,$375.00
9765,1.0,2,$250.00
9766,2.0,4,$105.00
9767,2.0,4,$131.00
9768,1.0,2,$68.00
9769,4.0,4,$155.00
9770,1.0,2,$150.00
9771,3.0,4,$225.00
9772,1.0,2,$150.00
9773,2.0,4,$250.00
9774,2.0,2,$135.00
9775,4.0,4,"$2,500.00"
9776,3.0,4,$171.75
9777,1.0,2,$113.00
9778,2.0,4,$124.00
9779,3.0,4,$145.00
9780,2.0,4,$150.00
9781,1.0,2,$50.00
9782,4.0,4,$175.00
9783,2.0,4,$250.00
9784,1.0,2,$150.00
9785,2.0,4,$62.00
9786,2.0,3,$130.00
9787,2.0,2,$75.00
9788,4.0,4,$236.00
9789,1.0,4,$180.00
9790,1.0,2,$195.00
9791,1.0,2,$40.00
9792,2.0,4,$214.00
9793,2.0,4,$149.00
9794,1.0,2,$195.00
9795,2.0,3,$109.00
9796,1.0,2,$112.86
9797,1.0,2,$220.00
9798,1.0,2,$58.00
9799,1.0,2,$150.00
9800,3.0,4,$68.00
9801,1.0,2,$146.00
9802,2.0,4,$200.00
9803,2.0,4,$160.00
9804,3.0,4,$275.00
9805,1.0,2,$46.00
9806,1.0,3,$199.00
9807,1.0,2,$120.00
9808,2.0,3,$51.00
9809,1.0,2,$75.00
9810,4.0,4,$329.00
9811,3.0,6,$200.00
9812,1.0,2,$107.00
9813,3.0,6,$195.00
9814,1.0,2,$60.00
9815,1.0,2,$130.00
9816,1.0,1,$75.00
9817,3.0,4,$149.00
9818,1.0,2,$95.00
9819,1.0,2,$200.00
9820,4.0,4,$102.00
9821,1.0,2,$50.00
9822,2.0,3,$70.00
9823,1.0,2,$150.00
9824,1.0,2,$90.00
9825,1.0,2,$130.00
9826,4.0,4,$160.00
9827,4.0,3,$95.00
9828,4.0,4,$295.00
9829,5.0,7,$479.00
9830,1.0,2,$140.00
9831,1.0,2,$119.00
9832,3.0,4,$140.00
9833,2.0,4,$150.00
9834,1.0,2,$175.00
9835,1.0,2,$70.00
9836,4.0,5,$200.00
9837,4.0,6,$243.00
9838,2.0,4,$123.00
9839,1.0,3,$175.00
9840,5.0,4,$108.00
9841,3.0,4,$134.00
9842,1.0,2,$85.00
9843,1.0,2,$90.00
9844,1.0,2,$125.00
9845,1.0,2,$120.00
9846,1.0,2,$175.00
9847,2.0,4,$88.00
9848,1.0,2,$150.00
9849,1.0,2,$50.00
9850,3.0,6,$141.00
9851,3.0,4,$207.00
9852,2.0,2,$150.00
9853,1.0,1,$55.00
9854,4.0,3,$145.00
9855,1.0,2,"$5,000.00"
9856,1.0,2,$84.00
9857,1.0,2,$150.00
9858,1.0,2,$60.00
9859,3.0,4,$155.00
9860,1.0,2,$67.00
9861,1.0,4,$95.00
9862,1.0,1,$30.00
9863,1.0,1,$42.00
9864,3.0,4,$250.00
9865,1.0,4,$229.00
9866,1.0,2,$139.00
9867,1.0,2,$100.00
9868,2.0,4,$150.00
9869,2.0,4,$249.00
9870,2.0,4,$186.00
9871,1.0,2,$120.00
9872,2.0,3,$123.00
9873,1.0,2,$110.00
9874,1.0,1,$30.00
9875,1.0,2,$139.00
9876,2.0,4,$172.86
9877,2.0,3,$130.00
9878,4.0,4,$250.00
9879,1.0,2,$57.00
9880,3.0,4,$106.00
9881,1.0,2,$138.00
9882,1.0,2,$195.00
9883,1.0,2,$90.00
9884,2.0,4,$189.00
9885,1.0,2,$97.00
9886,1.0,3,$125.00
9887,1.0,2,$41.43
9888,2.0,2,$125.00
9889,1.0,2,$100.00
9890,1.0,3,$120.00
9891,2.0,4,$200.00
9892,1.0,2,$119.00
9893,1.0,2,$91.00
9894,1.0,3,$74.00
9895,1.0,2,$149.00
9896,2.0,4,$155.00
9897,4.0,6,$200.00
9898,3.0,4,$100.00
9899,1.0,2,$160.00
9900,1.0,2,$150.00
9901,1.0,2,$80.00
9902,1.0,2,$122.00
9903,1.0,2,$200.00
9904,1.0,2,$95.00
9905,1.0,2,$95.00
9906,1.0,2,$79.00
9907,2.0,2,$70.00
9908,1.0,2,$110.00
9909,2.0,4,$290.00
9910,1.0,2,$95.00
9911,6.0,6,$400.00
9912,2.0,4,$77.00
9913,1.0,2,$170.00
9914,2.0,4,$250.00
9915,2.0,3,$99.00
9916,2.0,2,$50.00
9917,2.0,3,$150.00
9918,4.0,4,$120.00
9919,2.0,4,$175.00
9920,6.0,4,$289.00
9921,1.0,2,$87.00
9922,1.0,2,$124.00
9923,2.0,4,$200.00
9924,3.0,4,$229.00
9925,1.0,2,$114.00
9926,1.0,1,$83.00
9927,1.0,2,$109.00
9928,2.0,3,$95.00
9929,1.0,2,$70.00
9930,2.0,2,$100.00
9931,1.0,2,$125.00
9932,1.0,2,$214.00
9933,1.0,2,$150.00
9934,2.0,4,$130.00
9935,2.0,4,$245.00
9936,1.0,2,$112.00
9937,1.0,4,$250.00
9938,2.0,3,$121.00
9939,3.0,4,$115.00
9940,2.0,3,$139.00
9941,1.0,2,$120.00
9942,2.0,4,$250.00
9943,1.0,2,$126.00
9944,2.0,3,$100.00
9945,2.0,2,$32.00
9946,2.0,4,$206.00
9947,6.0,4,$200.00
9948,3.0,4,$180.00
9949,1.0,2,$400.00
9950,1.0,2,$75.00
9951,1.0,2,$190.00
9952,3.0,4,$225.00
9953,1.0,2,$100.00
9954,2.0,4,$220.00
9955,2.0,4,$160.00
9956,1.0,4,$145.00
9957,2.0,4,$250.00
9958,1.0,2,$130.00
9959,2.0,3,$150.00
9960,1.0,2,$90.00
9961,2.0,4,$325.00
9962,1.0,2,$135.00
9963,1.0,1,$200.00
9964,2.0,3,$130.00
9965,1.0,2,$80.00
9966,1.0,2,$92.00
9967,2.0,4,$170.00
9968,3.0,4,$120.00
9969,2.0,4,$110.00
9970,2.0,2,$147.00
9971,1.0,2,$110.00
9972,3.0,4,$390.00
9973,3.0,4,$245.00
9974,0.0,2,$225.00
9975,1.0,2,$116.00
9976,2.0,3,$160.00
9977,1.0,2,$100.00
9978,1.0,3,$119.00
9979,1.0,2,$171.00
9980,1.0,2,$139.00
9981,2.0,4,$208.00
9982,3.0,4,$250.00
9983,1.0,4,$125.00
9984,2.0,4,$92.00
9985,3.0,4,$205.00
9986,1.0,2,$113.00
9987,1.0,2,$170.00
9988,1.0,2,$69.00
9989,4.0,4,$150.00
9990,2.0,4,$194.00
9991,2.0,3,$250.00
9992,2.0,4,$93.00
9993,1.0,2,$182.86
9994,1.0,4,$200.00
9995,1.0,2,$120.00
9996,1.0,2,$114.00
9997,1.0,1,$32.00
9998,2.0,4,$275.00
9999,1.0,2,$200.00
10000,1.0,2,$120.00
10001,1.0,2,$136.00
10002,3.0,4,$160.00
10003,1.0,2,$64.00
10004,4.0,4,$250.00
10005,2.0,4,$300.00
10006,0.0,2,$135.00
10007,3.0,3,$240.00
10008,2.0,3,$179.00
10009,1.0,2,$175.00
10010,3.0,4,$400.00
10011,1.0,2,$175.00
10012,1.0,2,$159.00
10013,1.0,2,$90.00
10014,1.0,2,$115.00
10015,3.0,4,$223.00
10016,1.0,2,$140.00
10017,1.0,2,$258.00
10018,1.0,2,$65.00
10019,5.0,5,$250.00
10020,4.0,4,$368.00
10021,4.0,4,$307.00
10022,2.0,4,$900.00
10023,1.0,1,$57.00
10024,1.0,2,$150.00
10025,1.0,2,$129.00
10026,1.0,2,$135.00
10027,2.0,4,$140.00
10028,3.0,4,$85.00
10029,0.0,3,$120.00
10030,7.0,4,$193.00
10031,4.0,4,$250.00
10032,1.0,2,$145.00
10033,1.0,2,$125.00
10034,1.0,2,$80.00
10035,1.0,2,$105.00
10036,5.0,7,$261.00
10037,1.0,2,$226.00
10038,2.0,4,$200.00
10039,1.0,2,$117.00
10040,0.0,2,$70.00
10041,1.0,2,$120.00
10042,3.0,4,$115.00
10043,1.0,2,$124.00
10044,1.0,2,$78.00
10045,1.0,2,$79.00
10046,1.0,2,$134.00
10047,1.0,2,$38.00
10048,1.0,2,$95.00
10049,3.0,4,$140.00
10050,1.0,2,$157.14
10051,1.0,2,$115.00
10052,1.0,2,$49.00
10053,1.0,2,$89.00
10054,1.0,2,$150.00
10055,1.0,2,$120.00
10056,1.0,2,$159.00
10057,2.0,4,$131.00
10058,1.0,2,$130.71
10059,3.0,4,$105.00
10060,1.0,2,$73.00
10061,1.0,2,$179.00
10062,1.0,2,$170.00
10063,3.0,4,$450.00
10064,1.0,2,$120.00
10065,3.0,4,$123.00
10066,2.0,4,$350.00
10067,1.0,2,$114.00
10068,4.0,4,$160.00
10069,2.0,4,$130.00
10070,2.0,4,$250.00
10071,2.0,4,$400.00
10072,2.0,2,$69.00
10073,3.0,4,$130.00
10074,2.0,4,$160.00
10075,1.0,2,$104.00
10076,4.0,4,$150.00
10077,2.0,4,$100.00
10078,2.0,4,$150.00
10079,1.0,2,$99.00
10080,2.0,4,$225.00
10081,1.0,2,$99.00
10082,2.0,2,$95.00
10083,1.0,2,$57.00
10084,1.0,2,$99.00
10085,6.0,6,$199.00
10086,1.0,2,$105.00
10087,2.0,4,$139.00
10088,3.0,4,$406.00
10089,3.0,2,$169.00
10090,2.0,3,$115.00
10091,3.0,4,$235.00
10092,1.0,2,$155.00
10093,2.0,2,$204.00
10094,1.0,2,$110.00
10095,2.0,2,$100.00
10096,1.0,2,$90.00
10097,5.0,4,$250.00
10098,2.0,4,$250.00
10099,1.0,2,$125.00
10100,3.0,4,$130.00
10101,1.0,2,$80.00
10102,3.0,5,$180.00
10103,1.0,3,$200.00
10104,2.0,4,$94.00
10105,1.0,1,$85.00
10106,1.0,2,$115.00
10107,1.0,4,$135.00
10108,2.0,4,$140.00
10109,1.0,2,$145.00
10110,1.0,2,$150.00
10111,2.0,3,$125.00
10112,1.0,2,$65.00
10113,2.0,2,$140.00
10114,1.0,2,$169.00
10115,1.0,2,$156.00
10116,1.0,2,$106.00
10117,2.0,4,$199.00
10118,1.0,4,$170.00
10119,2.0,4,$129.00
10120,1.0,2,$65.00
10121,2.0,4,$233.00
10122,1.0,2,$95.00
10123,1.0,2,$95.00
10124,1.0,2,$98.00
10125,4.0,4,$175.00
10126,2.0,4,$125.00
10127,2.0,4,$131.00
10128,2.0,3,$56.00
10129,3.0,4,$111.00
10130,2.0,3,$189.00
10131,1.0,2,$50.00
10132,2.0,4,$210.00
10133,3.0,4,$150.00
10134,2.0,3,$109.00
10135,1.0,2,$140.00
10136,1.0,1,$41.00
10137,1.0,2,$60.00
10138,2.0,4,$120.00
10139,2.0,4,$175.00
10140,1.0,2,$80.00
10141,2.0,4,$168.00
10142,4.0,4,$198.00
10143,3.0,4,$80.00
10144,2.0,4,$770.00
10145,1.0,2,$147.00
10146,1.0,2,$65.00
10147,2.0,3,$99.00
10148,1.0,4,$200.00
10149,1.0,2,$120.00
10150,4.0,4,$95.00
10151,2.0,4,$99.00
10152,2.0,4,$150.00
10153,1.0,2,$99.00
10154,1.0,2,$100.00
10155,2.0,4,$87.00
10156,1.0,2,$95.00
10157,1.0,2,$119.00
10158,1.0,2,$100.00
10159,3.0,4,$129.00
10160,2.0,4,$180.00
10161,1.0,2,$125.00
10162,1.0,2,$89.00
10163,1.0,2,$175.00
10164,1.0,2,$140.00
10165,2.0,4,$120.00
10166,1.0,2,$90.00
10167,1.0,2,$150.00
10168,2.0,3,$125.00
10169,1.0,2,$75.00
10170,4.0,4,$147.00
10171,4.0,2,$100.00
10172,1.0,2,$225.00
10173,3.0,4,$347.00
10174,2.0,4,$69.00
10175,1.0,2,$195.00
10176,1.0,4,$85.00
10177,4.0,6,$145.00
10178,1.0,2,$110.00
10179,4.0,4,$156.00
10180,1.0,2,$68.00
10181,8.0,8,$195.00
10182,1.0,2,$620.00
10183,0.0,1,$45.00
10184,2.0,4,$109.00
10185,1.0,2,$149.00
10186,1.0,2,$168.00
10187,1.0,2,$99.00
10188,1.0,2,$131.00
10189,2.0,4,$107.00
10190,2.0,4,$220.00
10191,1.0,2,$95.00
10192,1.0,2,$125.00
10193,1.0,2,$90.00
10194,1.0,2,$125.00
10195,2.0,4,$155.00
10196,2.0,4,$180.00
10197,8.0,6,$173.00
10198,2.0,4,$400.00
10199,1.0,2,$115.00
10200,2.0,2,$100.00
10201,1.0,2,$125.00
10202,1.0,2,$120.00
10203,2.0,4,$189.00
10204,1.0,2,$40.00
10205,1.0,2,$69.00
10206,1.0,2,$50.00
10207,0.0,2,$113.00
10208,2.0,4,$100.00
10209,2.0,4,$160.00
10210,1.0,2,$185.00
10211,4.0,8,$250.00
10212,3.0,4,$125.00
10213,1.0,2,$80.00
10214,1.0,2,$89.00
10215,1.0,2,$60.00
10216,2.0,4,$189.00
10217,1.0,2,$157.00
10218,1.0,2,$120.00
10219,1.0,2,$129.00
10220,2.0,2,$85.00
10221,1.0,2,$69.00
10222,2.0,6,$170.00
10223,1.0,2,$130.00
10224,1.0,2,$45.00
10225,2.0,2,$125.00
10226,1.0,2,$155.00
10227,1.0,2,$60.00
10228,1.0,2,$150.00
10229,1.0,2,$186.00
10230,1.0,2,$90.00
10231,1.0,3,$67.73
10232,3.0,4,$458.00
10233,1.0,2,$130.00
10234,1.0,2,$140.00
10235,2.0,4,$300.00
10236,1.0,2,$70.00
10237,1.0,2,$80.00
10238,1.0,2,$121.00
10239,1.0,2,$152.14
10240,1.0,2,$200.00
10241,2.0,2,$141.00
10242,1.0,2,$100.00
10243,1.0,2,$160.00
10244,1.0,2,$95.00
10245,3.0,4,$325.00
10246,2.0,2,$300.00
10247,1.0,4,$122.00
10248,3.0,4,$113.00
10249,1.0,2,$115.00
10250,2.0,3,$110.00
10251,1.0,2,$185.00
10252,2.0,2,$159.00
10253,1.0,2,$75.00
10254,2.0,4,$166.00
10255,1.0,2,$135.00
10256,1.0,2,$133.00
10257,2.0,4,$196.00
10258,1.0,2,$129.00
10259,2.0,4,$449.00
10260,1.0,2,$190.00
10261,2.0,4,$165.00
10262,1.0,2,$29.00
10263,1.0,3,$200.00
10264,3.0,4,$110.00
10265,2.0,4,$400.00
10266,1.0,2,$85.00
10267,1.0,2,$100.00
10268,2.0,4,$125.00
10269,3.0,4,$220.00
10270,1.0,3,$60.00
10271,1.0,2,$77.00
10272,1.0,2,$60.00
10273,1.0,2,$83.00
10274,1.0,2,$141.00
10275,1.0,2,$147.00
10276,1.0,2,$129.00
10277,2.0,3,$106.00
10278,4.0,4,$168.00
10279,1.0,2,$130.00
10280,1.0,2,$99.00
10281,1.0,2,$110.00
10282,1.0,2,$100.00
10283,1.0,2,$120.00
10284,1.0,1,$20.00
10285,1.0,2,$175.00
10286,1.0,2,$101.00
10287,1.0,2,$95.00
10288,2.0,4,$149.00
10289,1.0,2,$120.00
10290,6.0,6,$150.00
10291,1.0,2,$180.00
10292,1.0,2,$85.00
10293,3.0,4,$300.00
10294,1.0,1,$75.00
10295,1.0,2,$140.00
10296,1.0,2,$90.00
10297,3.0,4,$300.00
10298,1.0,2,$125.00
10299,2.0,4,$185.00
10300,1.0,2,$98.00
10301,3.0,4,$295.00
10302,1.0,2,$175.00
10303,4.0,4,$277.00
10304,2.0,4,$175.00
10305,1.0,2,$105.00
10306,1.0,2,$66.00
10307,3.0,3,$228.00
10308,1.0,2,$140.00
10309,1.0,2,$127.00
10310,1.0,2,$120.00
10311,1.0,4,$150.00
10312,1.0,2,$115.00
10313,2.0,3,$86.00
10314,1.0,2,$110.00
10315,1.0,2,$182.00
10316,1.0,2,$99.00
10317,1.0,2,$125.00
10318,1.0,4,$300.00
10319,1.0,1,$30.00
10320,1.0,2,$119.00
10321,1.0,3,$80.00
10322,3.0,5,$229.00
10323,2.0,4,$200.00
10324,2.0,4,$109.00
10325,1.0,2,$250.00
10326,1.0,2,$95.00
10327,3.0,4,$110.00
10328,1.0,2,$45.00
10329,3.0,3,$95.00
10330,1.0,2,$129.00
10331,3.0,4,$155.00
10332,3.0,4,$200.00
10333,4.0,4,$185.00
10334,1.0,2,$320.00
10335,1.0,2,$140.00
10336,1.0,2,$115.00
10337,1.0,2,$45.00
10338,1.0,2,$230.00
10339,2.0,3,$100.00
10340,4.0,4,$161.00
10341,2.0,4,$176.00
10342,2.0,4,$280.00
10343,1.0,2,$45.00
10344,2.0,2,$130.00
10345,1.0,2,$165.00
10346,1.0,2,$79.00
10347,2.0,4,$115.00
10348,1.0,3,$200.00
10349,1.0,2,$95.00
10350,1.0,2,$180.00
10351,1.0,2,$85.00
10352,2.0,4,$220.00
10353,2.0,3,$200.00
10354,5.0,4,$175.00
10355,1.0,2,$100.00
10356,1.0,2,$270.00
10357,3.0,4,$106.00
10358,4.0,4,$175.00
10359,1.0,2,$46.00
10360,1.0,1,$60.00
10361,1.0,2,$139.00
10362,2.0,4,$200.00
10363,1.0,2,$100.00
10364,1.0,3,$75.00
10365,1.0,2,$250.00
10366,1.0,2,$125.00
10367,2.0,4,$120.00
10368,1.0,2,$280.00
10369,2.0,4,$99.00
10370,5.0,4,$260.00
10371,2.0,3,$156.00
10372,1.0,2,$86.00
10373,1.0,2,$75.00
10374,1.0,2,$70.00
10375,1.0,2,$50.00
10376,2.0,3,$160.00
10377,4.0,4,$350.00
10378,2.0,4,$143.00
10379,6.0,7,$115.00
10380,1.0,2,$79.00
10381,2.0,4,$250.00
10382,3.0,4,$264.00
10383,3.0,3,$120.00
10384,1.0,2,$159.00
10385,1.0,2,$85.00
10386,1.0,2,$149.00
10387,2.0,4,$400.00
10388,3.0,4,$130.00
10389,1.0,2,$144.00
10390,1.0,2,$112.00
10391,1.0,2,$120.00
10392,1.0,2,$38.00
10393,2.0,4,$250.00
10394,2.0,4,$199.00
10395,1.0,2,$65.00
10396,2.0,2,$150.00
10397,2.0,3,$100.00
10398,1.0,2,$125.00
10399,2.0,4,$114.00
10400,1.0,2,$115.00
10401,2.0,2,$140.00
10402,1.0,2,$100.00
10403,1.0,1,$65.00
10404,1.0,2,$99.00
10405,2.0,3,$197.00
10406,1.0,2,$110.00
10407,1.0,2,$96.00
10408,1.0,2,$150.00
10409,1.0,2,$59.00
10410,1.0,2,$60.00
10411,1.0,2,$95.00
10412,5.0,6,$126.00
10413,1.0,2,$171.00
10414,1.0,2,$125.00
10415,1.0,4,$296.00
10416,1.0,2,$159.00
10417,2.0,3,$150.00
10418,4.0,8,$590.00
10419,2.0,4,$150.00
10420,1.0,2,$165.00
10421,2.0,4,$250.00
10422,1.0,2,$185.00
10423,1.0,2,$50.00
10424,1.0,2,$120.00
10425,1.0,2,$55.00
10426,1.0,2,$135.00
10427,1.0,2,$149.00
10428,2.0,4,$135.00
10429,2.0,3,$81.00
10430,2.0,4,$200.00
10431,4.0,2,$85.00
10432,1.0,2,$75.00
10433,1.0,2,$110.00
10434,2.0,4,$257.00
10435,2.0,4,$300.00
10436,1.0,2,$152.00
10437,2.0,4,$210.00
10438,3.0,4,$180.00
10439,1.0,2,$120.00
10440,2.0,3,$40.00
10441,2.0,4,$103.00
10442,2.0,4,$257.00
10443,2.0,3,$100.00
10444,1.0,2,$119.00
10445,4.0,4,$240.00
10446,2.0,2,$80.00
10447,1.0,2,$190.00
10448,2.0,4,$200.00
10449,1.0,2,$160.00
10450,2.0,3,$99.00
10451,3.0,4,$183.00
10452,1.0,2,$60.00
10453,2.0,4,$220.00
10454,3.0,4,$200.00
10455,2.0,4,$117.00
10456,4.0,4,$179.00
10457,3.0,4,$180.00
10458,1.0,2,$50.00
10459,1.0,2,$70.00
10460,1.0,2,$80.00
10461,0.0,2,$125.00
10462,1.0,2,$50.00
10463,1.0,2,$250.00
10464,2.0,4,$178.00
10465,2.0,4,$149.00
10466,1.0,2,$149.00
10467,2.0,3,$199.00
10468,1.0,2,$335.00
10469,1.0,2,$61.00
10470,1.0,2,$150.00
10471,4.0,4,$230.00
10472,1.0,2,$115.00
10473,1.0,2,$125.00
10474,2.0,4,$275.00
10475,1.0,2,$119.00
10476,1.0,2,$90.00
10477,1.0,2,$150.00
10478,2.0,4,$495.00
10479,2.0,2,$211.00
10480,5.0,6,$600.00
10481,1.0,2,$100.00
10482,1.0,2,$130.00
10483,1.0,2,$150.00
10484,2.0,3,$98.00
10485,2.0,4,$60.00
10486,1.0,2,$135.00
10487,0.0,2,$115.00
10488,1.0,2,$140.71
10489,1.0,2,$95.00
10490,2.0,4,$275.00
10491,1.0,2,$160.00
10492,1.0,2,$130.00
10493,2.0,4,$150.00
10494,2.0,4,$150.00
10495,1.0,2,$75.00
10496,1.0,2,$175.00
10497,3.0,3,$49.00
10498,4.0,4,$285.00
10499,5.0,6,$115.00
10500,2.0,4,$85.00
10501,2.0,1,$250.00
10502,2.0,3,$197.00
10503,1.0,2,$58.00
10504,1.0,2,$110.00
10505,1.0,2,$77.00
10506,1.0,2,$120.00
10507,1.0,2,$115.00
10508,3.0,4,$160.00
10509,2.0,2,$150.00
10510,1.0,2,$99.00
10511,2.0,4,$140.00
10512,1.0,2,$100.00
10513,1.0,2,$120.00
10514,2.0,4,$220.00
10515,1.0,1,$45.00
10516,2.0,4,$430.00
10517,1.0,2,$105.00
10518,1.0,2,$44.00
10519,2.0,2,$155.00
10520,1.0,2,$40.00
10521,2.0,2,$40.00
10522,1.0,2,$99.00
10523,2.0,3,$115.00
10524,2.0,4,$225.00
10525,3.0,2,$150.00
10526,1.0,2,$89.00
10527,4.0,4,$150.00
10528,1.0,2,$85.00
10529,2.0,4,$326.00
10530,1.0,2,$130.00
10531,1.0,2,$130.00
10532,2.0,3,$200.00
10533,1.0,2,$128.00
10534,2.0,2,$204.00
10535,1.0,2,$125.00
10536,3.0,4,$455.71
10537,1.0,2,$54.00
10538,5.0,4,$375.00
10539,2.0,4,$129.00
10540,2.0,4,$299.00
10541,1.0,2,$70.00
10542,0.0,2,$65.00
10543,3.0,3,$90.00
10544,1.0,1,$36.00
10545,1.0,2,$155.00
10546,2.0,2,$90.00
10547,8.0,10,$509.00
10548,1.0,2,$51.00
10549,2.0,3,$119.00
10550,2.0,4,$110.00
10551,1.0,2,$55.00
