,beds,accommodates,price
1065,1.0,2,$89.00
1066,1.0,2,$150.00
1067,1.0,4,$200.00
1068,5.0,4,$175.00
1069,2.0,4,$250.00
1070,3.0,4,$195.00
1071,1.0,4,$185.00
1072,2.0,4,$85.00
1073,2.0,4,$120.00
1074,1.0,2,$115.00
1075,2.0,4,$115.00
1076,1.0,2,$99.00
1077,1.0,2,$121.00
1078,1.0,2,$110.00
1079,3.0,3,$65.00
1080,1.0,2,$85.00
1081,1.0,2,$200.00
1082,1.0,2,$65.00
1083,1.0,2,$75.00
1084,0.0,2,$61.00
1085,4.0,4,$150.00
1086,2.0,4,$200.00
1087,2.0,2,$116.14
1088,1.0,2,$121.00
1089,2.0,4,$268.00
1090,1.0,2,$50.00
1091,4.0,4,$182.00
1092,2.0,3,$220.00
1093,16.0,16,$443.00
1094,3.0,4,$216.00
1095,4.0,4,$143.00
1096,6.0,4,$325.00
1097,1.0,2,$100.00
1098,1.0,2,$60.00
1099,1.0,2,$93.00
1100,2.0,2,$314.00
1101,3.0,4,$160.00
1102,1.0,2,$134.00
1103,4.0,4,$120.00
1104,4.0,6,$466.00
1105,1.0,2,$90.00
1106,1.0,2,$199.00
1107,1.0,2,$115.00
1108,1.0,3,$75.00
1109,2.0,4,$190.00
1110,1.0,3,$189.00
1111,4.0,4,$177.00
1112,3.0,3,$171.00
1113,2.0,2,"$2,000.00"
1114,2.0,2,$800.00
1115,1.0,2,$100.00
1116,1.0,2,$150.00
1117,2.0,2,$175.00
1118,1.0,2,$163.00
1119,2.0,4,$220.00
1120,4.0,4,$150.00
1121,1.0,2,$125.00
1122,1.0,2,$140.29
1123,1.0,2,$150.00
1124,1.0,2,$109.00
1125,1.0,2,$85.00
1126,1.0,3,$175.00
1127,2.0,3,$270.00
1128,5.0,4,$175.00
1129,1.0,2,$109.00
1130,2.0,6,$150.00
1131,1.0,3,$125.00
1132,4.0,4,$295.00
1133,1.0,2,$68.00
1134,1.0,2,$108.00
1135,1.0,2,$185.00
1136,4.0,4,$175.00
1137,2.0,4,$300.00
1138,2.0,4,$600.00
1139,2.0,3,$99.00
1140,2.0,4,$130.00
1141,2.0,4,$179.00
1142,1.0,2,$120.00
1143,1.0,2,$180.00
1144,5.0,4,$178.00
1145,1.0,2,$110.00
1146,1.0,2,$150.00
1147,1.0,2,$218.00
1148,5.0,4,$329.00
1149,3.0,4,$146.00
1150,2.0,2,$70.00
1151,2.0,4,$175.00
1152,5.0,4,$230.00
1153,2.0,4,$150.00
1154,2.0,4,$189.00
1155,1.0,2,$238.00
1156,3.0,4,$500.00
1157,2.0,3,$500.00
1158,2.0,4,$246.00
1159,1.0,2,$112.00
1160,1.0,2,$175.00
1161,1.0,2,$48.00
1162,1.0,2,$97.00
1163,1.0,2,$120.00
1164,2.0,4,$350.00
1165,1.0,3,$109.00
1166,1.0,2,$80.00
1167,1.0,2,$74.00
1168,4.0,4,$85.00
1169,0.0,5,$329.00
1170,6.0,4,$210.00
1171,3.0,4,$150.00
1172,1.0,2,$75.00
1173,1.0,2,$85.00
1174,3.0,4,$250.00
1175,2.0,4,$250.00
1176,2.0,2,$99.00
1177,1.0,2,$95.00
1178,2.0,3,$300.00
1179,1.0,2,$130.00
1180,4.0,4,$169.00
1181,1.0,2,$80.00
1182,1.0,2,$120.00
1183,1.0,2,$115.00
1184,5.0,6,$282.00
1185,2.0,4,$173.00
1186,1.0,4,$250.00
1187,6.0,6,$500.00
1188,1.0,2,$150.00
1189,1.0,2,$130.00
1190,1.0,2,$139.00
1191,1.0,2,$115.00
1192,3.0,5,$109.00
1193,1.0,2,$99.00
1194,1.0,2,$109.00
1195,2.0,4,$139.00
1196,1.0,2,$99.00
1197,1.0,2,$99.00
1198,3.0,4,$339.00
1199,1.0,2,$82.00
1200,1.0,2,$100.00
1201,1.0,2,$110.00
1202,7.0,4,$389.00
1203,4.0,4,$130.00
1204,1.0,2,$114.00
1205,3.0,5,$95.00
1206,4.0,6,$314.00
1207,3.0,5,$90.00
1208,2.0,2,$139.00
1209,2.0,4,$180.00
1210,1.0,2,$157.00
1211,3.0,4,$121.00
1212,2.0,4,$120.00
1213,0.0,2,$185.00
1214,4.0,5,$200.00
1215,3.0,4,$60.00
1216,1.0,2,$93.00
1217,1.0,2,$85.00
1218,2.0,2,$125.00
1219,3.0,4,$300.00
1220,4.0,4,$129.00
1221,1.0,2,$95.00
1222,2.0,4,$93.00
1223,1.0,2,$100.00
1224,3.0,4,$135.00
1225,1.0,2,$73.00
1226,3.0,4,$120.00
1227,1.0,2,$79.00
1228,1.0,4,$109.00
1229,1.0,2,$220.00
1230,1.0,4,$122.00
1231,1.0,2,$65.00
1232,1.0,2,$195.00
1233,1.0,2,$188.00
1234,4.0,6,$249.00
1235,1.0,2,$60.00
1236,2.0,2,$75.00
1237,1.0,3,$140.00
1238,1.0,2,$141.00
1239,1.0,2,$120.00
1240,1.0,2,$78.00
1241,4.0,6,$400.00
1242,3.0,4,$149.00
1243,1.0,4,$82.00
1244,5.0,5,$120.00
1245,2.0,3,$100.00
1246,3.0,3,$95.00
1247,1.0,2,$94.00
1248,0.0,4,$350.00
1249,5.0,5,$110.00
1250,1.0,2,$99.00
1251,5.0,4,$213.00
1252,1.0,2,$149.00
1253,3.0,5,$290.00
1254,1.0,2,$68.00
1255,1.0,2,$214.14
1256,3.0,4,$230.00
1257,1.0,2,$130.00
1258,1.0,2,$110.00
1259,1.0,2,$76.00
1260,1.0,2,$65.00
1261,1.0,2,$193.00
1262,2.0,2,$69.00
1263,0.0,2,$145.00
1264,1.0,2,$136.00
1265,1.0,2,$75.00
1266,3.0,4,$200.00
1267,1.0,2,$75.00
1268,1.0,2,$200.00
1269,1.0,2,$75.00
1270,1.0,2,$85.00
1271,1.0,4,$125.00
1272,1.0,2,$83.00
1273,2.0,2,$136.00
1274,1.0,2,$145.00
1275,4.0,4,$405.00
1276,1.0,2,$139.00
1277,2.0,2,$75.00
1278,8.0,6,$190.00
1279,1.0,3,$145.00
1280,3.0,3,$150.00
1281,5.0,5,$95.00
1282,1.0,2,$295.74
1283,2.0,3,$135.00
1284,1.0,2,$120.00
1285,2.0,2,$65.00
1286,1.0,2,$155.00
1287,1.0,2,$120.00
1288,4.0,4,$275.00
1289,1.0,2,$100.00
1290,4.0,4,$215.00
1291,12.0,12,$225.00
1292,1.0,2,$125.00
1293,4.0,4,$274.00
1294,1.0,2,$115.00
1295,4.0,4,$100.00
1296,3.0,4,$170.00
1297,3.0,2,$109.00
1298,8.0,8,$240.00
1299,1.0,2,$89.00
1300,1.0,2,$105.00
1301,3.0,3,$189.00
1302,4.0,4,$160.00
1303,0.0,4,$199.00
1304,3.0,4,$225.00
1305,4.0,4,$214.00
1306,4.0,6,$450.00
1307,2.0,4,$270.00
1308,1.0,2,$85.00
1309,1.0,2,$54.00
1310,1.0,2,$119.00
1311,1.0,2,$36.00
1312,2.0,3,$77.00
1313,1.0,2,$25.00
1314,1.0,3,$120.00
1315,1.0,2,$249.00
1316,3.0,4,$175.00
1317,2.0,3,$120.00
1318,1.0,2,$170.00
1319,2.0,2,$99.00
1320,1.0,2,$150.00
1321,2.0,4,$215.00
1322,1.0,2,$110.00
1323,3.0,3,$180.00
1324,2.0,4,$185.00
1325,3.0,4,$250.00
1326,2.0,2,$149.00
1327,1.0,2,$196.00
1328,2.0,4,$219.00
1329,3.0,4,$140.00
1330,1.0,2,$159.00
1331,1.0,2,$84.00
1332,1.0,2,$130.00
1333,1.0,2,$110.00
1334,3.0,4,$190.00
1335,1.0,2,$115.00
1336,2.0,2,$209.00
1337,1.0,2,$125.00
1338,1.0,2,$56.00
1339,4.0,5,$230.00
1340,4.0,4,$189.00
1341,1.0,2,$45.00
1342,1.0,2,$382.00
1343,2.0,4,$240.00
1344,3.0,3,$110.00
1345,1.0,2,$99.00
1346,3.0,4,$286.00
1347,1.0,2,$150.00
1348,6.0,4,$210.00
1349,1.0,2,$150.00
1350,1.0,2,$74.00
1351,1.0,2,$111.00
1352,0.0,3,$87.00
1353,2.0,2,$139.00
1354,1.0,2,$140.00
1355,6.0,7,$500.00
1356,1.0,2,$74.00
1357,2.0,2,$200.00
1358,2.0,2,$48.00
1359,2.0,2,$108.00
1360,2.0,2,$52.00
1361,1.0,2,$70.00
1362,2.0,4,$125.00
1363,1.0,4,$180.00
1364,1.0,2,$85.00
1365,2.0,4,$120.00
1366,2.0,4,$135.00
1367,1.0,2,$125.00
1368,1.0,2,$120.00
1369,2.0,4,$155.00
1370,3.0,4,$230.14
1371,1.0,2,$200.00
1372,3.0,4,$200.00
1373,4.0,5,$190.00
1374,2.0,4,$200.00
1375,1.0,2,$139.00
1376,4.0,3,$200.00
1377,1.0,4,$160.00
1378,1.0,2,$85.00
1379,3.0,4,$220.00
1380,1.0,2,$60.00
1381,1.0,2,$130.00
1382,1.0,2,$110.00
1383,1.0,2,$150.00
1384,1.0,2,$70.00
1385,1.0,2,$80.00
1386,1.0,2,$124.00
1387,1.0,1,$270.00
1388,2.0,4,$159.00
1389,3.0,4,$350.00
1390,2.0,4,$150.00
1391,3.0,4,$95.00
1392,1.0,2,$65.00
1393,4.0,4,$290.00
1394,1.0,2,$95.00
1395,2.0,4,$190.00
1396,1.0,2,$90.00
1397,3.0,4,$90.00
1398,1.0,2,$99.00
1399,1.0,2,$158.00
1400,0.0,2,$106.00
1401,2.0,2,$250.00
1402,3.0,4,$230.00
1403,0.0,2,$109.00
1404,1.0,2,$205.00
1405,1.0,2,$119.00
1406,1.0,2,$45.00
1407,2.0,4,$160.00
1408,1.0,2,$125.00
1409,1.0,2,$140.00
1410,1.0,2,$103.57
1411,2.0,2,$239.00
1412,3.0,4,$176.00
1413,2.0,4,$115.00
1414,2.0,2,$66.00
1415,2.0,2,$50.00
1416,2.0,2,$48.00
1417,2.0,2,$58.00
1418,3.0,4,$295.00
1419,2.0,2,$52.00
1420,0.0,2,$99.00
1421,1.0,2,$150.00
1422,1.0,4,$504.00
1423,1.0,2,$119.00
1424,1.0,2,$85.00
1425,1.0,2,$99.00
1426,1.0,2,$75.00
1427,0.0,2,$181.00
1428,3.0,4,$180.00
1429,5.0,5,$195.00
1430,3.0,4,$120.00
1431,1.0,2,$135.00
1432,1.0,2,$130.00
1433,3.0,4,$175.00
1434,1.0,4,$135.00
1435,3.0,4,$140.00
1436,3.0,5,$195.00
1437,1.0,2,$181.00
1438,3.0,4,$170.00
1439,1.0,2,$260.00
1440,1.0,2,$125.00
1441,6.0,7,$182.00
1442,1.0,2,$115.00
1443,0.0,1,$80.00
1444,1.0,2,$88.00
1445,2.0,3,$179.00
1446,2.0,3,$227.00
1447,1.0,2,$100.00
1448,2.0,4,$200.00
1449,5.0,4,$185.00
1450,3.0,2,$100.00
1451,4.0,4,$175.00
1452,1.0,2,$99.00
1453,2.0,3,$175.00
1454,1.0,2,$80.00
1455,1.0,2,$109.00
1456,1.0,1,$100.00
1457,6.0,4,$150.00
1458,2.0,4,$132.00
1459,2.0,2,$150.00
1460,0.0,2,$159.00
1461,5.0,4,$146.00
1462,1.0,2,$115.00
1463,1.0,2,$100.00
1464,1.0,2,$140.00
1465,1.0,2,$120.00
1466,1.0,3,$132.00
1467,4.0,4,$170.00
1468,3.0,4,$224.00
1469,1.0,2,$50.00
1470,1.0,2,$90.00
1471,2.0,4,$135.00
1472,2.0,3,$120.00
1473,2.0,4,$89.00
1474,1.0,2,$136.00
1475,1.0,2,$85.00
1476,1.0,2,$85.00
1477,2.0,4,$85.00
1478,1.0,2,$50.00
1479,4.0,4,$125.00
1480,4.0,4,$199.00
1481,5.0,4,$275.00
1482,2.0,2,$70.00
1483,1.0,2,$106.00
1484,4.0,4,$200.00
1485,3.0,4,$200.00
1486,1.0,2,$150.00
1487,1.0,2,$180.00
1488,1.0,2,$150.00
1489,8.0,6,$313.00
1490,4.0,4,$150.00
1491,2.0,2,$129.00
1492,1.0,3,$95.00
1493,2.0,2,$120.00
1494,2.0,4,$280.00
1495,1.0,2,$87.00
1496,1.0,2,$125.00
1497,1.0,2,$275.00
1498,3.0,2,$125.00
1499,1.0,2,$132.00
1500,4.0,4,$275.00
1501,3.0,5,$225.00
1502,3.0,4,$175.00
1503,1.0,2,$85.00
1504,1.0,2,$106.00
1505,1.0,2,$136.00
1506,1.0,2,$64.00
1507,1.0,2,$100.00
1508,4.0,4,$140.00
1509,1.0,2,$250.00
1510,3.0,4,$275.00
1511,2.0,2,$175.00
1512,5.0,4,$160.00
1513,3.0,2,$149.00
1514,1.0,2,$116.00
1515,8.0,7,$189.00
1516,2.0,3,$162.00
1517,5.0,4,$250.00
1518,1.0,2,$130.00
1519,2.0,2,$120.00
1520,1.0,4,$110.00
1521,2.0,4,$180.00
1522,4.0,5,$150.00
1523,2.0,4,$225.00
1524,3.0,5,$90.00
1525,1.0,2,$110.00
1526,3.0,4,$127.00
1527,1.0,2,$90.00
1528,8.0,8,$464.00
1529,1.0,2,$100.00
1530,1.0,2,$120.00
1531,2.0,2,$109.00
1532,1.0,2,$130.00
1533,2.0,3,$104.00
1534,4.0,4,$569.00
1535,3.0,4,$150.00
1536,1.0,2,$60.00
1537,6.0,6,$221.00
1538,3.0,2,$105.00
1539,3.0,4,$129.00
1540,1.0,2,$95.00
1541,4.0,4,$220.00
1542,1.0,2,$90.00
1543,3.0,3,$158.00
1544,3.0,3,$160.00
1545,0.0,1,$150.00
1546,2.0,4,$80.00
1547,1.0,4,$90.00
1548,0.0,2,$166.00
1549,1.0,2,$120.00
1550,3.0,4,$275.00
1551,1.0,2,$130.00
1552,1.0,2,$89.00
1553,3.0,4,$160.00
1554,2.0,4,$200.00
1555,1.0,2,$99.00
1556,1.0,2,$80.00
1557,1.0,2,$138.00
1558,1.0,2,$110.00
1559,1.0,2,$125.00
1560,4.0,4,$200.00
1561,1.0,2,$85.00
1562,4.0,5,$345.00
1563,5.0,6,$220.00
1564,1.0,2,$95.00
1565,1.0,2,$70.00
1566,2.0,4,$107.00
1567,1.0,2,$85.00
1568,1.0,2,$65.00
1569,2.0,2,$70.00
1570,2.0,2,$80.00
1571,5.0,5,$285.00
1572,2.0,4,$175.00
1573,1.0,2,$200.00
1574,3.0,4,$250.00
1575,2.0,4,$45.00
1576,3.0,4,$110.00
1577,2.0,3,$133.00
1578,1.0,2,$145.00
1579,2.0,2,$100.00
1580,1.0,2,$123.00
1581,2.0,4,$164.00
1582,5.0,4,$265.00
1583,1.0,2,$90.00
1584,3.0,4,$125.00
1585,2.0,4,$140.00
1586,6.0,6,$795.00
1587,2.0,4,$250.00
1588,2.0,4,$200.00
1589,1.0,2,$99.00
1590,1.0,2,$75.00
1591,2.0,2,$81.00
1592,2.0,3,$43.00
1593,2.0,4,$100.00
1594,2.0,4,$125.00
1595,1.0,2,$122.00
1596,1.0,2,$97.00
1597,1.0,2,$110.00
1598,5.0,5,$210.00
1599,1.0,2,$75.00
1600,4.0,4,$150.00
1601,1.0,2,$70.00
1602,2.0,4,$150.00
1603,1.0,2,$65.00
1604,1.0,2,$200.00
1605,1.0,2,$80.00
1606,2.0,4,$133.00
1607,2.0,4,$219.00
1608,4.0,4,$250.00
1609,1.0,4,$99.00
1610,2.0,4,$149.00
1611,4.0,8,$323.00
1612,1.0,2,$69.00
1613,2.0,4,$175.00
1614,1.0,2,$104.00
1615,4.0,4,$240.00
1616,1.0,2,$100.00
1617,1.0,2,$110.00
1618,1.0,2,$90.00
1619,4.0,4,$192.00
1620,4.0,4,$200.00
1621,2.0,4,$150.00
1622,1.0,2,$93.00
1623,1.0,2,$120.00
1624,1.0,2,$90.00
1625,1.0,2,$115.00
1626,1.0,2,$70.00
1627,4.0,4,$95.00
1628,4.0,4,$236.00
1629,4.0,4,$145.00
1630,2.0,2,$120.00
1631,1.0,3,$105.71
1632,3.0,4,$160.00
1633,4.0,4,$160.00
1634,1.0,3,$95.00
1635,2.0,2,$105.00
1636,3.0,4,$130.00
1637,2.0,4,$175.00
1638,2.0,4,$105.00
1639,1.0,2,$99.00
1640,1.0,2,$106.00
1641,1.0,2,$117.00
1642,1.0,2,$130.00
1643,2.0,4,$250.00
1644,4.0,4,$150.00
1645,1.0,2,$135.00
1646,1.0,2,$95.00
1647,1.0,2,$125.00
1648,1.0,2,$84.00
1649,1.0,2,$150.00
1650,3.0,4,$175.00
1651,2.0,2,$120.00
1652,3.0,4,$150.00
1653,2.0,4,$150.00
1654,1.0,2,$145.00
1655,1.0,2,$131.00
1656,2.0,3,$90.00
1657,2.0,4,$175.00
1658,3.0,4,$245.00
1659,1.0,2,$80.00
1660,1.0,2,$91.00
1661,1.0,2,$135.00
1662,2.0,4,$115.00
1663,2.0,3,$160.00
1664,1.0,2,$89.00
1665,1.0,2,$85.00
1666,1.0,2,$64.00
1667,1.0,2,$55.00
1668,1.0,2,$147.00
1669,1.0,2,$214.00
1670,1.0,2,$90.00
1671,2.0,4,$175.00
1672,1.0,2,$300.00
1673,2.0,4,$250.00
1674,1.0,4,$169.00
1675,4.0,4,$200.00
1676,1.0,2,$125.00
1677,1.0,2,$30.00
1678,1.0,2,$150.00
1679,1.0,2,$70.00
1680,1.0,2,$114.00
1681,2.0,4,$50.00
1682,2.0,2,$90.00
1683,4.0,4,$92.00
1684,2.0,4,$115.00
1685,2.0,3,$99.00
1686,1.0,2,$50.00
1687,1.0,3,$142.00
1688,1.0,2,$102.00
1689,2.0,4,$116.00
1690,1.0,2,$95.00
1691,1.0,2,$60.00
1692,1.0,2,$135.00
1693,4.0,4,$513.00
1694,0.0,3,$135.00
1695,2.0,3,$125.00
1696,1.0,2,$119.00
1697,1.0,2,$150.00
1698,1.0,3,$125.00
1699,2.0,2,$135.00
1700,2.0,4,$140.00
1701,1.0,2,$117.00
1702,1.0,2,$98.00
1703,3.0,4,$200.00
1704,2.0,2,$214.00
1705,1.0,2,$71.00
1706,2.0,2,$55.00
1707,2.0,4,$85.00
1708,2.0,4,$139.00
1709,4.0,4,$200.00
1710,4.0,4,$207.00
1711,1.0,2,$110.00
1712,1.0,2,$225.00
1713,1.0,2,$35.00
1714,1.0,2,$95.00
1715,1.0,3,$95.00
1716,1.0,2,$80.00
1717,5.0,4,$120.00
1718,2.0,2,$125.00
1719,4.0,4,$235.00
1720,1.0,2,$65.00
1721,1.0,2,$125.00
1722,1.0,2,$150.00
1723,2.0,4,$125.00
1724,4.0,4,$106.00
1725,2.0,3,$150.00
1726,2.0,2,$100.00
1727,2.0,4,$295.00
1728,1.0,1,$42.00
1729,3.0,5,$189.00
1730,1.0,2,$90.00
1731,1.0,2,$86.00
1732,1.0,2,$205.00
1733,1.0,2,$149.00
1734,2.0,3,$95.00
1735,1.0,2,$140.00
1736,2.0,3,$119.00
1737,2.0,4,$215.00
1738,3.0,4,$210.00
1739,3.0,4,$107.00
1740,1.0,2,$136.00
1741,2.0,4,$174.00
1742,1.0,2,$120.00
1743,1.0,2,$125.00
1744,1.0,2,$130.00
1745,1.0,2,$120.00
1746,2.0,4,$95.00
1747,1.0,2,$60.00
1748,2.0,4,$118.00
1749,1.0,2,$65.00
1750,1.0,2,$73.00
1751,2.0,4,$200.00
1752,3.0,4,$306.00
1753,2.0,4,$400.00
1754,4.0,6,$250.00
1755,1.0,2,$79.00
1756,3.0,4,$299.00
1757,2.0,4,$140.00
1758,2.0,2,$102.00
1759,1.0,2,$225.00
1760,3.0,4,$145.00
1761,1.0,2,$150.00
1762,8.0,3,$112.00
1763,1.0,4,$150.00
1764,1.0,2,$124.00
1765,1.0,2,$77.00
1766,2.0,4,$131.00
1767,1.0,2,$80.00
1768,1.0,2,$137.00
1769,4.0,4,$120.00
1770,1.0,2,$120.00
1771,2.0,3,$130.00
1772,3.0,4,$90.00
1773,2.0,4,$199.00
1774,1.0,2,$150.00
1775,2.0,4,$229.00
1776,2.0,4,$220.00
1777,4.0,4,$325.00
1778,1.0,2,$99.00
1779,1.0,2,$150.00
1780,2.0,2,$175.00
1781,1.0,2,$141.00
1782,1.0,2,$140.00
1783,1.0,2,$135.00
1784,5.0,7,$190.00
1785,2.0,4,$225.00
1786,2.0,4,$95.00
1787,2.0,4,$170.00
1788,1.0,2,$150.00
1789,1.0,2,$120.00
1790,6.0,4,"$1,000.00"
1791,1.0,2,$90.00
1792,5.0,4,$275.00
1793,2.0,3,$70.00
1794,2.0,4,$105.00
1795,1.0,2,$91.00
1796,4.0,4,$270.00
1797,1.0,2,$69.00
1798,1.0,2,$140.00
1799,1.0,2,$65.00
1800,1.0,2,$160.00
1801,0.0,2,$65.00
1802,0.0,4,$145.00
1803,1.0,2,$120.00
1804,1.0,2,$150.00
1805,1.0,2,$85.00
1806,2.0,4,$284.00
1807,2.0,4,$214.00
1808,1.0,2,$93.00
1809,1.0,2,$175.00
1810,5.0,4,$290.00
1811,2.0,4,$190.00
1812,1.0,2,$120.00
1813,1.0,2,$125.00
1814,0.0,2,$103.00
1815,2.0,4,$150.00
1816,2.0,4,$145.00
1817,3.0,4,$289.00
1818,1.0,2,$94.00
1819,1.0,2,$59.00
1820,3.0,4,$395.00
1821,1.0,3,$142.00
1822,3.0,4,$190.00
1823,1.0,2,$65.00
1824,1.0,2,$143.00
1825,3.0,3,$150.00
1826,1.0,2,$279.00
1827,2.0,4,$150.00
1828,1.0,2,$130.00
1829,1.0,2,$250.00
1830,1.0,2,$170.00
1831,1.0,2,$100.00
1832,2.0,3,$149.00
1833,1.0,2,$99.00
1834,1.0,2,$90.00
1835,5.0,4,$143.00
1836,1.0,2,$130.00
1837,1.0,2,$250.00
1838,1.0,2,$105.00
1839,2.0,4,$140.00
1840,1.0,2,$90.00
1841,5.0,4,$495.00
1842,3.0,5,$120.00
1843,2.0,4,$250.00
1844,0.0,4,$250.00
1845,1.0,2,$93.00
1846,1.0,2,$66.00
1847,1.0,2,$90.00
1848,2.0,2,$99.00
1849,1.0,2,$97.00
1850,1.0,2,$150.00
1851,1.0,4,$120.00
1852,1.0,2,$130.00
1853,1.0,2,$139.00
1854,2.0,3,$85.00
1855,2.0,2,$65.00
1856,2.0,4,$125.00
1857,1.0,2,$196.00
1858,3.0,4,$250.00
1859,2.0,3,$222.00
1860,1.0,3,$239.00
1861,2.0,2,$100.00
1862,1.0,2,$150.00
1863,2.0,4,$160.00
1864,2.0,2,$120.00
1865,2.0,4,$200.00
1866,3.0,5,$190.00
1867,3.0,5,$280.00
1868,2.0,4,$88.00
1869,2.0,2,$164.00
1870,1.0,2,$130.00
1871,3.0,4,$250.00
1872,2.0,2,$90.00
1873,1.0,2,$150.00
1874,3.0,4,$150.00
1875,2.0,3,$146.00
1876,1.0,2,$120.00
1877,2.0,4,$271.00
1878,3.0,4,$450.00
1879,0.0,2,$115.00
1880,1.0,2,$207.00
1881,12.0,12,$295.00
1882,1.0,2,$169.00
1883,1.0,2,$95.00
1884,4.0,6,$513.00
1885,2.0,4,$380.00
1886,1.0,4,$195.00
1887,2.0,2,$199.00
1888,4.0,4,$150.00
1889,1.0,2,$171.00
1890,2.0,2,$159.00
1891,1.0,2,$109.00
1892,3.0,2,$169.00
1893,1.0,2,$116.00
1894,3.0,4,$86.00
1895,1.0,2,$149.00
1896,1.0,4,$57.00
1897,1.0,2,$150.00
1898,1.0,2,$350.00
1899,1.0,2,$125.00
1900,1.0,2,$88.00
1901,1.0,2,$110.00
1902,2.0,3,$74.00
1903,1.0,2,$100.00
1904,1.0,2,$131.00
1905,1.0,2,$278.00
1906,1.0,2,$199.00
1907,1.0,2,$106.00
1908,2.0,3,$89.00
1909,2.0,4,$100.00
1910,1.0,2,$120.00
1911,1.0,2,$60.00
1912,2.0,4,$414.00
1913,1.0,2,$120.00
1914,1.0,2,$179.00
1915,4.0,4,$239.00
1916,1.0,2,$145.00
1917,1.0,2,$143.00
1918,1.0,2,$235.00
1919,1.0,2,$95.00
1920,1.0,2,$119.00
1921,2.0,2,$150.00
1922,1.0,2,$115.00
1923,1.0,2,$105.00
1924,2.0,4,$327.00
1925,1.0,2,$99.00
1926,1.0,2,$120.00
1927,1.0,4,$53.00
1928,1.0,2,$189.00
1929,1.0,3,$100.00
1930,4.0,7,$450.00
1931,3.0,6,$100.00
1932,1.0,2,$131.00
1933,1.0,2,$75.00
1934,2.0,2,$129.00
1935,1.0,2,$169.00
1936,1.0,2,$97.00
1937,3.0,4,$189.00
1938,1.0,2,$150.00
1939,2.0,4,$220.00
1940,1.0,2,$80.00
1941,1.0,2,$100.00
1942,4.0,4,$98.00
1943,2.0,4,$130.00
1944,4.0,4,$247.00
1945,1.0,2,$55.00
1946,1.0,1,$51.00
1947,2.0,3,$112.00
1948,2.0,4,$157.00
1949,1.0,2,$104.71
1950,1.0,3,$199.00
1951,1.0,2,$145.00
1952,1.0,2,$140.00
1953,1.0,2,$214.00
1954,1.0,2,$95.00
1955,1.0,2,$113.00
1956,1.0,4,$163.00
1957,1.0,2,$128.00
1958,1.0,2,$46.00
1959,1.0,2,$150.00
1960,1.0,2,$108.00
1961,1.0,2,$140.00
1962,1.0,2,$140.00
1963,1.0,2,$150.00
1964,3.0,4,$335.00
1965,1.0,2,$99.00
1966,1.0,2,$133.00
1967,1.0,2,$328.00
1968,3.0,3,$130.00
1969,1.0,2,$150.00
1970,0.0,2,$99.00
1971,4.0,4,$250.00
1972,1.0,2,$125.00
1973,1.0,1,$47.00
1974,1.0,2,$60.00
1975,1.0,2,$131.00
1976,1.0,2,$65.00
1977,2.0,2,$155.00
1978,1.0,3,$175.00
1979,1.0,2,$128.00
1980,2.0,2,$130.00
1981,1.0,2,$90.00
1982,3.0,4,$329.00
1983,1.0,2,$125.00
1984,1.0,2,$144.00
1985,1.0,2,$150.00
1986,2.0,4,$159.00
1987,1.0,3,$104.00
1988,2.0,4,$150.00
1989,1.0,2,$105.00
1990,4.0,4,$180.00
1991,1.0,2,$175.00
1992,3.0,4,$289.00
1993,3.0,5,$140.00
1994,2.0,4,$140.00
1995,1.0,2,$135.00
1996,1.0,2,$100.00
1997,4.0,4,$199.00
1998,1.0,2,"$1,004.00"
1999,1.0,2,$105.00
2000,5.0,7,$425.00
2001,1.0,2,$73.00
2002,0.0,2,$200.00
2003,1.0,2,$141.00
2004,3.0,4,$175.00
2005,4.0,4,$174.00
2006,2.0,4,$200.00
2007,1.0,2,$135.00
2008,2.0,4,$35.00
2009,3.0,4,$100.00
2010,1.0,2,$95.00
2011,1.0,2,$79.00
2012,2.0,5,$325.00
2013,1.0,2,$199.00
2014,2.0,4,$214.00
2015,1.0,2,$120.00
2016,4.0,4,$350.00
2017,1.0,2,$150.00
2018,1.0,2,$73.00
2019,2.0,2,$125.00
2020,5.0,10,$329.00
2021,1.0,2,$105.00
2022,1.0,2,$200.00
2023,1.0,2,$169.00
2024,1.0,2,$120.00
2025,3.0,4,$175.00
2026,1.0,2,$59.00
2027,1.0,2,$100.00
2028,1.0,2,$97.00
2029,1.0,2,$160.00
2030,1.0,2,$169.00
2031,2.0,4,$99.00
2032,1.0,2,$119.00
2033,1.0,2,$49.00
2034,2.0,4,$350.00
2035,1.0,2,$69.00
2036,3.0,4,$225.00
2037,1.0,2,$62.00
2038,1.0,2,$96.00
2039,1.0,2,$229.00
2040,1.0,2,$106.00
2041,1.0,2,$75.00
2042,0.0,4,$400.00
2043,1.0,2,$110.00
2044,1.0,2,$200.00
2045,2.0,3,$122.00
2046,1.0,2,$95.00
2047,3.0,4,$250.00
2048,1.0,2,$129.00
2049,1.0,2,$125.00
2050,1.0,2,$170.00
2051,1.0,2,$120.00
2052,3.0,3,$78.00
2053,1.0,2,$127.00
2054,0.0,2,$115.00
2055,2.0,3,$100.00
2056,1.0,2,$179.00
2057,1.0,2,$89.00
2058,1.0,2,$90.00
2059,2.0,2,$179.00
2060,2.0,2,$130.00
2061,1.0,2,$72.00
2062,2.0,3,$125.00
